,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
29827,Comparison of the lay Diagnostic Interview Schedule and a standardized psychiatric diagnosis: experience in eastern Baltimore,1985,James C Anthony and Marshal Folstein and Alan J Romanoski and Michael R Von Korff and Gerald R Nestadt and Raman Chahal and Altaf Merchant and C Hendricks Brown and Sam Shapiro and Morton Kramer and Ernest M Gruenberg,42,Archives of general psychiatry,7,667-675,American Medical Association,• We studiedDSM-IIIdiagnoses made by the lay Diagnostic Interview Schedule (DIS) method in relation to a standardizedDSM-IIIdiagnosis by psychiatrists in the two-stage Baltimore Epidemiologic Catchment Area mental morbidity survey. Generally. prevalence estimates based on the DIS one-month diagnoses were significantly different from those based on the psychiatric diagnoses. Subjects identified as cases by each method were often different subjects. Measured in terms of K. the chance-corrected degree of agreement between the DIS and psychiatrists' one-month diagnoses was moderate forDSM-IIIalcohol-use disorder (abuse and dependence combined). and lower for other mental disorder categories. The unreliability of either the DIS or psychiatric diagnoses is one potential explanation for the observed disagreements. Others include the following: (1) insufficient or inadequate information (on which to …,True,3JsfnzsAAAAJ:HtS1dXgVpQUC,679,https://jamanetwork.com/journals/jamapsychiatry/article-abstract/493606,16066337591658727085,/scholar?cites=16066337591658727085,,,0
29828,Depression and mortality,1991,Barry W Rovner and Pearl S German and Larry J Brant and Rebecca Clark and Lynda Burton and Marshal F Folstein,265,Jama,8,993-996,American Medical Association,To determine the prevalence rates of major depressive disorder and of depressive symptoms and their relationship to mortality in nursing homes. research psychiatrists examined 454 consecutive new admissions and followed them up longitudinally for 1 year. Major depressive disorder occurred in 12.6% and 18.1% had depressive symptoms; the majority of cases were unrecognized by nursing home physicians and were untreated. Major depressive disorder. but not depressive symptoms. was a risk factor for mortality over 1 year independent of selected physical health measures and increased the likelihood of death by 59%. Because depression is a prevalent and treatable condition associated with increased mortality. recognition and treatment in nursing homes is imperative.(JAMA. 1991;265:993-996),True,3JsfnzsAAAAJ:yFnVuubrUp4C,616,https://jamanetwork.com/journals/jama/article-abstract/385137,6416808028360085915,/scholar?cites=6416808028360085915,,,0
29829,Reliability. validity. and clinical application of the visual analogue mood scale1,1973,Marshal F Folstein and Richard Luria,3,Psychological medicine,4,479-486,Cambridge University Press,The reliability and validity of the Visual Analogue Mood Scale (VAMS) has been demonstrated in both a military and a private psychiatric hospital. inpatient population. The repeated and concurrent administration of the VAMS and the Digit-Symbol test identifies a mood-performance correlation which distinguishes patients with affective disorders. of manic or depressed type. from other psychiatric patients.,True,3JsfnzsAAAAJ:OcBU2YAGkTUC,600,https://www.cambridge.org/core/journals/psychological-medicine/article/reliability-validity-and-clinical-application-of-the-visual-analogue-mood-scale1/88B36294AFB19142129D468D4EFD8335,8008024266601633331,/scholar?cites=8008024266601633331,,,0
29830,Mood disorder as a specific complication of stroke.,1977,Marshal F Folstein and Richard Maiberger and Paul R McHugh,40,"Journal of Neurology, Neurosurgery & Psychiatry",10,1018-1020,BMJ Publishing Group Ltd,In an effort to discern whether cerebral vascular injuries provoke specific emotional disturbances. 20 consecutively admitted stroke patients were compared with 10 orthopaedic patients. Both groups were examined for functional disabilities (Activities of Daily Living) and for psychiatric symptoms. Reliable and valid instruments. the Hamilton Rating Scale. the Visual Analogue Mood Scale. the Present State Exam. and the Mini-Mental State Exam were employed to display the psychopathology. More of stroke patients than orthopaedic patients were depressed (45% versus 10%) even though the level of functional disability in both groups were the same. Patients with right hemisphere stroke seemed particularly vulnerable and and displayed a syndrome of irritability. loss of interest. and difficulty in concentration. in addition to depression of mood (70% of right hemisphere stroke patients versus 0% left hemisphere stroke …,True,3JsfnzsAAAAJ:OR75R8vi5nAC,577,https://jnnp.bmj.com/content/40/10/1018.short,16574109898091239308,/scholar?cites=16574109898091239308,,https://jnnp.bmj.com/content/jnnp/40/10/1018.full.pdf,0
29831,Nonsteroidal anti-inflammatory drugs in Alzheimer's disease,1995,Jill B Rich and DX Rasmusson and Marshal F Folstein and Kathryn Anne Carson and C Kawas and Jason Brandt,45,Neurology,1,51-55,Wolters Kluwer Health. Inc. on behalf of the American Academy of Neurology,Article abstract-We reviewed the records of 210 patients in the Johns Hopkins Alzheimer9s Disease Research Center to evaluate the role of nonsteroidal anti-inflammatory drugs (NSAIDs) on clinical features and progression of the disease. We compared patients taking NSAIDs or aspirin on a daily basis (N = 32) to non-NSAID patients (N = 177) on clinical. cognitive. and psychiatric measures. The NSAID group had a significantly shorter duration of illness at study entry. Even after controlling for this difference. the NSAID group performed better on the Mini-Mental State Examination. Boston Naming Test. and the delayed condition of the Benton Visual Retention Test. Furthermore. analysis of longitudinal changes over 1 year revealed less decline among NSAID patients than among non-NSAID patients on measures of verbal fluency. spatial recognition. and orientation. These findings support other recent studies …,True,3JsfnzsAAAAJ:ODE9OILHJdcC,555,https://n.neurology.org/content/45/1/51.short,12811405753717454117,/scholar?cites=12811405753717454117,,,0
29832,Insulin. insulin-degrading enzyme and amyloid-β peptide in Alzheimer's disease: review and hypothesis,2006,Wei Qiao Qiu and Marshal F Folstein,27,,2,190-198,Elsevier,Clinical and epidemiological studies have found that type 2 diabetes. and hyperinsulinaemia. increased the risk of developing Alzheimer's disease (AD) in the elderly. The link between hyperinsulinaemia and AD may be insulin-degrading enzyme (IDE). This enzyme degrades both insulin and amylin. peptides related to the pathology of type 2 diabetes. along with amyloid-β peptide (Aβ). a short peptide found in excess in the AD brain. We review the current evidence. which suggests that hyperinsulinaemia may elevate Aβ through insulin's competition with Aβ for IDE. Genetic studies have also shown that IDE gene variations are associated with the clinical symptoms of AD as well as the risk of type 2 diabetes. The deficiency of IDE can be caused by genetic variation or by the diversion of IDE from the metabolism of Aβ to the metabolism of insulin. It is intriguing to notice that both hyperinsulinaemia and IDE gene …,True,3JsfnzsAAAAJ:yMeIxYmEMEAC,547,https://www.sciencedirect.com/science/article/pii/S0197458005000199,11399879180958203599,/scholar?cites=11399879180958203599,,"http://pages.ucsd.edu/~mboyle/COGS163/pdf-files/insulin,%20insulin-degrading%20enzyme%20and%20amyloid-%CE%B2%20peptide%20in%20Alzheimer's%20disease%20review%20and%20hypothesis-2006.pdf",0
29833,The neuropathology of aminergic nuclei in Alzheimer's disease,1988,Richard M Zweig and Christopher A Ross and John C Hedreen and Cynthia Steele and Joseptemberh E Cardillo and Peter J Whitehouse and Marchshal F Folstein and Donald L Price,24,Annals of Neurology: Official Journal of the American Neurological Association and the Child Neurology Society,2,233-242,Wiley Subscription Services. Inc.. A Wiley Company,Neuronal loss and the presence of neurofibrillary tangles (NFTs) within aminergic nuclei were examined in a series of patients with Alzheimer's disease (AD). Neuromelanin‐containing neurons within the locus ceruleus and large nucleolus‐containing neurons within the dorsal raphe nucleus and the central superior (raphe) nucleus were counted in 25 patients with AD and in 12 age‐matched control subjects. Numbers of NFTs were quantified in the same regions. Counts were compared with clinical data. including psychiatric evaluations. available for 21 of the patients with AD. Within the locus ceruleus in the patients with AD. abnormalities were more severe at mid level than at caudal or rostral levels (p < 0.01). Within the dorsal raphe nucleus. neuronal loss was most severe caudally (p < 0.05). NFTs. but not neuronal loss. were demonstrated within the central superior nucleus. Neuronal and NFT counts did not …,True,3JsfnzsAAAAJ:7H_jS4BsgvYC,485,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.410240210,3706226636681626271,/scholar?cites=3706226636681626271,,http://www.academia.edu/download/50485539/Zweig_RM_Ross_CA_Hedreen_JC_et_al._The_n20161122-28889-fj8mop.pdf,0
29834,Prevalence of mental illness in a community nursing home.,1986,Barry W Rovner and Stephanie Kafonek and Laura Filipp and Mary Jane Lucas and Marshal F Folstein,,The American journal of psychiatry,,,American Psychiatric Assn,Reports on the prevalence of Diagnostic and Statistical Manual of Mental Disorders (DSM-III) mental disorders and of behavioral disorders in a random sample of 50 residents (mean age 83 yrs) of a nursing home. who did not differ significantly from the rest of the nursing home population with regard to demographic characteristics. 94% of the sample were found to have mental disorders according to DSM-III criteria. with primary degenerative dementia and multi-infarct dementia being the most common diagnoses. 76% of the sample had at least 1 behavioral problem. Results are discussed in terms of the funding and delivery of psychiatric care for nursing home residents.(13 ref)(PsycINFO Database Record (c) 2016 APA. all rights reserved),True,3JsfnzsAAAAJ:3htObqc8RwsC,462,https://psycnet.apa.org/record/1987-11463-001,1948166932580937178,/scholar?cites=1948166932580937178,,,0
29835,Mini-mental state examination: clinical guide,2002,Marshal F Folstein and Susan E Folstein and Gary Fanjiang,,,,,Psychological Assessment Resources,,True,3JsfnzsAAAAJ:WC9gN4BGCRcC,425,http://scholar.google.com/scholar?cluster=12886950259805859827&hl=en&oi=scholarr,12886950259805859827,/scholar?cites=12886950259805859827,,,0
29836,Results of a high-resolution genome screen of 437 Alzheimer's disease families,2003,Deborah Blacker and Lars Bertram and Aleister J Saunders and Thomas J Moscarillo and Marilyn S Albert and Howard Wiener and Rodney T Perry and Julianne S Collins and Lindy E Harrell and Rodney CP Go and Amy Mahoney and Terri Beaty and M Danielle Fallin and Dimitrios Avramopoulos and Gary A Chase and Marshal F Folstein and Melvin G McInnis and Susan S Bassett and Kimberly J Doheny and Elizabeth W Pugh and Rudolph E Tanzi,12,Human Molecular Genetics,1,23-32,Oxford University Press,Alzheimer's disease (AD) is a devastating neurodegenerative disorder of late life with complex inheritance. Mutations in three known genes lead to the rare early-onset autosomal dominant form of AD. while a common polymorphism (ε4) in the gene encoding apolipoprotein E (APOE ) is a risk factor for more typical late-onset (>60 years) AD. A recent study concluded that there are up to four additional genes with an equal or greater contribution to the disease. We performed a 9 cM genome screen of 437 families with AD. the full National Institute of Mental Health (NIMH) sample. which has been carefully ascertained. evaluated and followed by our group over the last decade. Performing standard parametric and non-parametric linkage analyses. we observed a ‘highly significant’ linkage peak by Lander and Kruglyak criteria on chromosome 19q13. which probably represents APOE. Twelve additional locations …,True,3JsfnzsAAAAJ:fFSKOagxvKUC,417,https://academic.oup.com/hmg/article-abstract/12/1/23/623762,3853711051579913175,/scholar?cites=3853711051579913175,,https://academic.oup.com/hmg/article/12/1/23/623762,0
29837,Reliability and validity of NINCDS-ADRDA criteria for Alzheimer's disease: the National Institute of Mental Health Genetics Initiative,1994,Deborah Blacker and Marilyn S Albert and Susan S Bassett and Rodney CP Go and Lindy E Harrell and Marshai F Folstein,51,Archives of neurology,12,1198-1204,American Medical Association,To assess interrater reliability and validity of NINCDS-ADRDA (National Institute of Neurological and Communicative Diseases and Stroke/Alzheimer's Disease and Related Disorders Association) criteria for Alzheimer's disease (AD).A multisite reliability and validity study in which clinicians from each site diagnosed 60 case summaries yielding a preconsensus estimate of reliability and validity. A consensus conference was conducted for each disagreement. leading to a postconsensus estimate of validity. The criterion standard was a diagnosis of AD by autopsy.Three academic medical centers.A convenience sample of 60 detailed case summaries. 40 with AD and 20 with other dementing disorders.The κ coefficient. sensitivity. and specificity.The κ coefficient for preconsensus agreement on a diagnosis of probable or possible AD vs non-AD was 0 …,True,3JsfnzsAAAAJ:XDrR66g3YHsC,333,https://jamanetwork.com/journals/jamaneurology/article-abstract/593178,10555091019112299870,/scholar?cites=10555091019112299870,,,0
29838,25-Hydroxyvitamin D. dementia. and cerebrovascular pathology in elders receiving home services,2010,JS Buell and B Dawson-Hughes and TM Scott and DE Weiner and GE Dallal and WQ Qui and P Bergethon and IH Rosenberg and Marshal F Folstein and S Patz and RA Bhadelia and KL Tucker,74,Neurology,1,18-26,Wolters Kluwer Health. Inc. on behalf of the American Academy of Neurology,Background: Vitamin D deficiency has potential adverse effects on neurocognitive health and subcortical function. However. no studies have examined the association between vitamin D status. dementia. and cranial MRI indicators of cerebrovascular disease (CVD).Methods: Cross-sectional investigation of 25-hydroxyvitamin D [25(OH)D]. dementia. and MRI measures of CVD in elders receiving home care (aged 65–99 years) from 2003 to 2007.Results: Among 318 participants. the mean age was 73.5 ± 8.1 years. 231 (72.6%) were women. and 109 (34.3%) were black. 25(OH)D concentrations were deficient (<10 ng/mL) in 14.5% and insufficient (10–20 ng/mL) in 44.3% of participants. There were 76 participants (23.9%) with dementia. 41 of which were classified as probable AD. Mean 25(OH)D concentrations were lower in subjects with dementia (16.8 vs 20.0 ng/mL. p < 0.01). There was a higher prevalence of …,True,3JsfnzsAAAAJ:nVrZBo8bIpAC,321,https://n.neurology.org/content/74/1/18.short,1117439850549145030,/scholar?cites=1117439850549145030,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2809024/,0
29839,Familial Alzheimer dementia: a prevalent disorder with specific clinical features,1984,John CS Breitner and Marshal F Folstein,14,Psychological medicine,1,63-80,Cambridge University Press,The early literature on Alzheimer Dementia (AD) describes the clinical features aphasia. apraxia and agraphia as characteristic. We investigated the hypothesis that these features would specifically identify the familial form of AD (FAD). Since pedigree studies had suggested that FAD is an autosomal dominant genetic disorder. we hypothesized that the first-degree relatives of language-disordered or apractic AD probands would show at least 50% lifetime risks of dementia. Using standardized methods. we screened 3500 nursing home beds for stringently defined AD cases and controls. tested for agraphia. and obtained probands' clinical and family histories from multiple informants. Language disorder and apraxia were found in 78% of AD cases. They strongly predicted familial aggregation of dementia. with a 90-year lifetime incidence among relatives exceeding 50%. or 7 times the control values. The results …,True,3JsfnzsAAAAJ:HeT0ZceujKMC,318,https://www.cambridge.org/core/journals/psychological-medicine/article/familial-alzheimer-dementia-a-prevalent-disorder-with-specific-clinical-features/AEAAE4CBA9D057116BA7FB3F626B4838,5295526965905879309,/scholar?cites=5295526965905879309,,,0
29840,The prevalence and management of dementia and other psychiatric disorders in nursing homes,1990,Barry W Rovner and Pearl S German and Jeremy Broadhead and Richard K Morriss and Larry J Brant and Jane Blaustein and Marshal F Folstein,2,International Psychogeriatrics,1,13-24,Cambridge University Press,The prevalence of psychiatric disorders among new admissions to nursing homes is unknown. Such data are needed to estimate the psychiatric needs of this population. We report the prevalence of specific psychiatric disorders in 454 consecutive new nursing home admissions who were evaluated by psychiatrists and diagnosed according to the Diagnostic and Statistical Manual of Mental Disorders. third edition. revised. Eighty percent had a psychiatric disorder. The commonest were dementia syndromes (67.4%) and affective disorders (10%). Also. 40% of demented patients had additional psychiatric syndromes such as delusions or depression. and these patients constituted a distinct subgroup that predicted frequent use of restraints and neuroleptics. and the greatest consumption of nursing time. These data demonstrate that the majority of nursing home residents have psychiatric disorders on admission. and …,True,3JsfnzsAAAAJ:yqoGN6RLRZoC,307,https://www.cambridge.org/core/journals/international-psychogeriatrics/article/prevalence-and-management-of-dementia-and-other-psychiatric-disorders-in-nursing-homes/D5569D26878EE91F02B5A8A02300E45B,8860010336549472947,/scholar?cites=8860010336549472947,,,0
29841,Psychiatric syndromes of Huntington's chorea: a clinical and phenomenologic study,1975,Paul R McHugh and Marshal F Folstein,1,Psychiatric aspects of neurologic disease,,367-286,Grune and Stratton New York,We report our detailed observations on the psychologic symptoms of eight patients with Huntington's chorea. The symptoms cluster into two clearly recognizable syndromes:(1) a progressive dementia syndrome afflicting all the patients and (2) an intermittent affective disorder afflicting a majority of the patients. A few schizophrenic-like symptoms occur in Huntington's chorea. One patient of ours had an hallucinatory-delusionary state that was most like schizophrenia. It could have been instead an atypical affective change. The issues of paranoid features and personality change are discussed and exemplified in our patients. The possibility that Huntington's chorea may represent degeneration of one of the ascending. transmitter-specific pathways is suggested and briefly discussed in the light of the particular psychiatric symptoms found in this disorder.In his original description of Huntington's chorea. 10 George Huntington made''insanity with a tendency to suicide''one of three distinguishing characteristics of the illness. along with the facts that it is hereditary and that it first appears in adulthood. Subsequent students of the disease have confirmed Huntington's observation but noted that several different mental disturbances occur in these patients; a dementia syndrome. 8 psychotic symptoms variously labeled schizoid. paranoid. or depressive. 2'3'6and personality changes. 4'17'27 The clinical descriptions of these disturbances. however. are usually brief.,True,3JsfnzsAAAAJ:KbBQZpvPDL4C,307,http://scholar.google.com/scholar?cluster=15882101378133315070&hl=en&oi=scholarr,15882101378133315070,/scholar?cites=15882101378133315070,,,0
29842,Depression and Alzheimer's disease,1989,Barry W Rovner and Jeremy Broadhead and Miriam Spencer and Kathryn Carson and Marshal F Folstein,146,Am J Psychiatry,3,350-353,,METHODThe sample consisted of 144 consecutive outpatients referred to the Johns Hopkins Alzheimer’s Disease Research Center from July 1985 to October 1986 who met the criteria of the National Institute of Neurolog-ical and Communicative Disorders and Stroke (NINCDS)(2) for probable(88%) or possible(12%) Alzheimen’s disease. All 144 patients also met the DSM-III-R criteria for primary degenerative dementia. A technician(MS) used a semistructuned method to obtain from each patient a detailed history of the onset of dementia. its wonkup. current and past medical problems. current medications. and past psychiatric history. Dependency in activities of daily living was quantified by using the Psychogeniatnic Dependency Rating Scales (12). and cognitive impairment was quantified by using the Mini-Mental State examination (13).,True,3JsfnzsAAAAJ:In6cVmBjs0IC,306,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.469.869&rep=rep1&type=pdf,127707545291079470,/scholar?cites=127707545291079470,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.469.869&rep=rep1&type=pdf,0
