Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
9247,"UC Santa Cruz Genomics Institute, University of California Santa Cruz, UCSC Genome …",@soe.ucsc.edu,131165.0,dnKnXxIAAAAJ,{'indices'},Bioinformatics|Epigenetics|Biology,W James Kent,https://scholar.google.com/citations?view_op=medium_photo&user=dnKnXxIAAAAJ,46550.0,82,62,111,103,1,1
9248,"Professor of Biology, MIT",@wi.mit.edu,125152.0,lRTRxSIAAAAJ,{'indices'},Biology|Genetics|Genomics|Epigenetics|Cancer,Richard Young,https://scholar.google.com/citations?view_op=medium_photo&user=lRTRxSIAAAAJ,40306.0,172,92,353,240,1,1
9249,Student,,124595.0,9IEvkXwAAAAJ,{'indices'},biology,WALKER GAMING,https://scholar.google.com/citations?view_op=medium_photo&user=9IEvkXwAAAAJ,42906.0,182,101,1025,750,1,1
9250,Pediatrics Department Catholic University and INTA U of Chile,@med.puc.cl,123934.0,lzdgBesAAAAJ,{'indices'},Biology|medicine,Ricardo Uauy,https://scholar.google.com/citations?view_op=medium_photo&user=lzdgBesAAAAJ,55567.0,108,61,431,266,1,1
9251,"Professor of Genetics and Genomic Sciences, Mount Sinai School of Medicine",@mssm.edu,121542.0,s18-KHUAAAAJ,{'indices'},Biology|Genomics|Computational Biology|Systems Biology|Multiscale Biology,Eric Schadt,https://scholar.google.com/citations?view_op=medium_photo&user=s18-KHUAAAAJ,70276.0,127,95,377,325,1,1
9252,institut teknologi sumatera,,117758.0,2xCJUiEAAAAJ,{'indices'},biology,Angeli,https://scholar.google.com/citations?view_op=medium_photo&user=2xCJUiEAAAAJ,47911.0,158,97,1253,795,1,1
9253,Purdue University,@purdue.edu,116296.0,5YnFcbIAAAAJ,{'indices'},biology|physiology|plant biology,Jian-Kang Zhu,https://scholar.google.com/citations?view_op=medium_photo&user=5YnFcbIAAAAJ,48698.0,164,109,459,428,1,1
9254,"Professor of Bioinformatics, Center for Genomic Regulation, Universitat Pompeu Fabra",@crg.cat,115561.0,nUDzsZsAAAAJ,{'indices'},Computational Biology|Genomics|Bioinformatics|Biology,Roderic Guigo,https://scholar.google.com/citations?view_op=medium_photo&user=nUDzsZsAAAAJ,54172.0,109,86,231,193,1,1
9255,"Investigator, HHMI and Associate Professor of Molecular and Cell Biology, UC Berkeley",@berkeley.edu,109708.0,z2foFg4AAAAJ,{'indices'},Biology|Genetics|Genomics|Evolution|Development,Michael B. Eisen,https://scholar.google.com/citations?view_op=medium_photo&user=z2foFg4AAAAJ,23326.0,83,51,155,120,1,1
9256,La Jolla Institute for Allergy & Immunology,@liai.org,105538.0,QzfSIEUAAAAJ,{'indices'},biology|evolution|immunology|genomics|machine learning,Yohan Kim,https://scholar.google.com/citations?view_op=medium_photo&user=QzfSIEUAAAAJ,56913.0,142,121,801,466,1,1
9257,"Changchun Institue of Applied Chemistry, Chinese Academy of Science",@ciac.ac.cn,105287.0,Q5bM7ScAAAAJ,{'indices'},Electroanalytical Chemistry|Biology|Nano Science,Wang Erkang,https://scholar.google.com/citations?view_op=medium_photo&user=Q5bM7ScAAAAJ,55552.0,142,104,1448,962,1,1
9258,Oxford,,97757.0,0smOZFIAAAAJ,{'indices'},God|Biology|Etology,Richard Dawkins,https://scholar.google.com/citations?view_op=medium_photo&user=0smOZFIAAAAJ,21929.0,73,44,324,123,1,1
9259,"Senior Investigator, National Institutes of Health",@mail.nih.gov,96471.0,aS_TLX4AAAAJ,{'indices'},Biology,Aravind L,https://scholar.google.com/citations?view_op=medium_photo&user=aS_TLX4AAAAJ,26003.0,136,72,335,282,1,1
9260,"Chair Professor in Pharmacology, University of Hong Kong",@hku.hk,94907.0,bfSkNEMAAAAJ,{'indices'},Biology,Paul M Vanhoutte,https://scholar.google.com/citations?view_op=medium_photo&user=bfSkNEMAAAAJ,14572.0,151,53,894,290,1,1
9261,"RIKEN, Center for Integrative Medical Sciences (IMS)",@postman.riken.jp,90756.0,33sEewQAAAAJ,{'indices'},Genomics|molecular biology|genome|biology|bioinformatics,Carninci Piero,https://scholar.google.com/citations?view_op=medium_photo&user=33sEewQAAAAJ,37894.0,109,74,331,245,1,1
9262,,@stu.cu.edu.ng,83516.0,J666WVMAAAAJ,{'indices'},Biochemistry|Chemistry|Biology|Biotechnology,Ayomide Awolesi,https://scholar.google.com/citations?view_op=medium_photo&user=J666WVMAAAAJ,8858.0,100,35,857,132,1,1
9263,Caltech,@caltech.edu,83502.0,C6DtGmMAAAAJ,{'indices'},control|systems|biology|networks|theory,John Doyle,https://scholar.google.com/citations?view_op=medium_photo&user=C6DtGmMAAAAJ,15165.0,98,47,285,138,1,1
9264,Stanford University,@stanford.edu,82034.0,7de84zoAAAAJ,{'indices'},Biology|Medicine|Genomics|Regulatory RNAs,Howard Y. Chang,https://scholar.google.com/citations?view_op=medium_photo&user=7de84zoAAAAJ,51573.0,118,96,435,360,1,1
9265,"Professor, Depts. of Computing Science and Biological Sciences - University of Alberta",@ualberta.ca,81115.0,-JSn-WgAAAAJ,{'indices'},Bioinformatics|Biology|Metabolomics|Structural Biology|Synthetic Biology,David Wishart,https://scholar.google.com/citations?view_op=medium_photo&user=-JSn-WgAAAAJ,43284.0,112,85,344,279,1,1
9266,"Professor of Statistics in Medicine and Society, Glasgow Caledonian University",@wolfbane.com,78465.0,_Q62CNAAAAAJ,{'indices'},Art|astrophysics|audio|biology|chemistry,Jon Godwin,https://scholar.google.com/citations?view_op=medium_photo&user=_Q62CNAAAAAJ,21023.0,59,42,105,67,1,1
9267,"Distinguished Research Professor, Technion-Israel Institute of Technology",@tx.technion.ac.il,76970.0,mpto6BkAAAAJ,{'indices'},Biology,"Ciechanover, A",https://scholar.google.com/citations?view_op=medium_photo&user=mpto6BkAAAAJ,17558.0,130,62,330,215,1,1
9268,"Professor of Medicine, UC San Diego",@ucsd.edu,75192.0,7-JruXEAAAAJ,{'indices'},Hematology/Oncology|Biology|Immunology,Thomas J. Kipps,https://scholar.google.com/citations?view_op=medium_photo&user=7-JruXEAAAAJ,27715.0,122,74,498,290,1,1
9269,"Changchun Institue of Applied Chemistry, Chinese Academy of Sciece.",,68932.0,sFGPAwQAAAAJ,{'indices'},Electrochemical Chemistry|Biology,Shaojun Dong,https://scholar.google.com/citations?view_op=medium_photo&user=sFGPAwQAAAAJ,24638.0,127,69,786,434,1,1
9270,Children's Mercy Kansas City,@cmh.edu,66154.0,cgHlvUQAAAAJ,{'indices'},Biology|Cancer Research|Neuroscience,Tom Curran,https://scholar.google.com/citations?view_op=medium_photo&user=cgHlvUQAAAAJ,6934.0,123,43,240,125,1,1
9271,Cleveland Clinic,@ccf.org,63796.0,QJvkNkQAAAAJ,{'indices'},Biology|Genomics|Lipoproteins|Cholesterol|Atherosclerosis,Jonathan Smith,https://scholar.google.com/citations?view_op=medium_photo&user=QJvkNkQAAAAJ,24515.0,112,64,643,322,1,1
9272,"Professor, University of Oslo",,60742.0,oNu3sYsAAAAJ,{'indices'},mucosal immune system|Immunohistochemistry|Immunopathology|biology|pathology,Per Brandtzaeg,https://scholar.google.com/citations?view_op=medium_photo&user=oNu3sYsAAAAJ,8912.0,129,45,600,186,1,1
9273,"Department of Biology, Kongju National University",@kongju.ac.kr,57933.0,hKDB82cAAAAJ,{'indices'},Biology|Algae,Gwang Hoon Kim,https://scholar.google.com/citations?view_op=medium_photo&user=hKDB82cAAAAJ,25973.0,89,56,1149,538,1,1
9274,Professor of Zoology Oxford University,@zoo.ox.ac.uk,53741.0,UO1DLQoAAAAJ,{'indices'},biology,John Krebs,https://scholar.google.com/citations?view_op=medium_photo&user=UO1DLQoAAAAJ,9042.0,99,37,249,112,1,1
9275,The Chinese university of Hong Kong,@cuhk.edu.hk,53620.0,ZEGrXygAAAAJ,{'indices'},biology|medicine,GG chen,https://scholar.google.com/citations?view_op=medium_photo&user=ZEGrXygAAAAJ,29621.0,108,80,925,621,1,1
9276,"Harvard University, Cornell University",@physics.harvard.edu,52688.0,jGboazkAAAAJ,{'indices'},physics|chemistry|biology|materials science|engineering,David R. Nelson,https://scholar.google.com/citations?view_op=medium_photo&user=jGboazkAAAAJ,10775.0,107,48,306,166,1,1
9277,Professor of Molecular and Cell Biology and Chemistry,@berkeley.edu,51278.0,zAN_HyYAAAAJ,{'indices'},Biology|Chemistry,John Kuriyan,https://scholar.google.com/citations?view_op=medium_photo&user=zAN_HyYAAAAJ,11335.0,105,58,203,165,1,1
9278,"Professor of Pathology, Stanford University",@stanford.edu,47013.0,saRFOssAAAAJ,{'indices'},Biology|Biochemistry|Cytometry|Cancer|Genetics,Garry Nolan,https://scholar.google.com/citations?view_op=medium_photo&user=saRFOssAAAAJ,19204.0,104,61,316,210,1,1
9279,Harvard Medical School,@hms.harvard.edu,46384.0,BUnlF_IAAAAJ,{'indices'},Biology|Genomics|Bioinformatics|Data Science,David Kulp,https://scholar.google.com/citations?view_op=medium_photo&user=BUnlF_IAAAAJ,9874.0,27,16,35,21,1,1
9280,"Chair, Department of Biochemistry and Molecular Pharmacology, Ellen and Gerald Ritter …",@nyumc.org,46177.0,FuVNRZwAAAAJ,{'indices'},Biology|Cancer|Ubiquitin|CRLs,MICHELE PAGANO,https://scholar.google.com/citations?view_op=medium_photo&user=FuVNRZwAAAAJ,11111.0,101,54,212,153,1,1
9281,"Investigator, Stowers Institute",@stowers.org,45403.0,wjGU0FUAAAAJ,{'indices'},biology|molecular biology|biochemistry|genetics,Jerry L. Workman,https://scholar.google.com/citations?view_op=medium_photo&user=wjGU0FUAAAAJ,10612.0,111,52,225,164,1,1
9282,OIST,@oist.jp,44810.0,-OD870EAAAAJ,{'indices'},biology,Mitsuhiro Yanagida,https://scholar.google.com/citations?view_op=medium_photo&user=-OD870EAAAAJ,11101.0,103,36,300,166,1,1
9283,"American Cancer Society Professor, Massachusetts Institute of Technology",@mit.edu,44726.0,dQDXoQsAAAAJ,{'indices'},Biology,Graham C Walker,https://scholar.google.com/citations?view_op=medium_photo&user=dQDXoQsAAAAJ,9098.0,100,42,302,158,1,1
9284,"NCBI, NIH",@ncbi.nlm.nih.gov,41835.0,VFwH26kAAAAJ,{'indices'},biology|evolution,Kira Makarova,https://scholar.google.com/citations?view_op=medium_photo&user=VFwH26kAAAAJ,23652.0,94,68,188,164,1,1
9285,"Chief Data Officer, Mount Sinai Health System",@mssm.edu,41161.0,cTqUxxUAAAAJ,{'indices'},Health System Optimization|Evidence-Based Medicine|Biology|Genomics|Modeling Biological Systems,Andrew Kasarskis,https://scholar.google.com/citations?view_op=medium_photo&user=cTqUxxUAAAAJ,17127.0,38,35,77,73,1,1
9286,National Institute of Standards and Technology,@nist.gov,40826.0,9fuCe0QAAAAJ,{'indices'},Bioinformatics|Structures|Semantic Web|Computing|Biology,Talapady N Bhat,https://scholar.google.com/citations?view_op=medium_photo&user=9fuCe0QAAAAJ,11960.0,44,18,65,29,1,1
9287,Biomedical Research Foundation Academy of Athens,@bioacademy.gr,39115.0,hD1WtKUAAAAJ,{'indices'},biology|genetics,Argiris Efstratiadis,https://scholar.google.com/citations?view_op=medium_photo&user=hD1WtKUAAAAJ,4327.0,79,32,121,64,1,1
9288,"Professor, Biozentrum, University of Basel",@mcb.harvard.edu,38419.0,sFy7E88AAAAJ,{'indices'},Biology,Alexander F. Schier,https://scholar.google.com/citations?view_op=medium_photo&user=sFy7E88AAAAJ,13866.0,100,61,178,157,1,1
9289,Scientist and Randonneur,@mail.nih.gov,37971.0,llDMU-kAAAAJ,{'indices'},Biology,Lothar Hennighausen,https://scholar.google.com/citations?view_op=medium_photo&user=llDMU-kAAAAJ,7555.0,106,44,282,186,1,1
9290,"Professor of chemistry, Ecole normale supérieure, Paris",@ens.fr,37473.0,FU1YMjwAAAAJ,{'indices'},Chemistry|physics|biology,Geoffrey Bodenhausen,https://scholar.google.com/citations?view_op=medium_photo&user=FU1YMjwAAAAJ,6548.0,74,39,341,154,1,1
9291,Columbia University,@columbia.edu,36969.0,xBUSYEEAAAAJ,{'indices'},physiology|biology|cardiology|muscle|calcium,Andrew R. Marks,https://scholar.google.com/citations?view_op=medium_photo&user=xBUSYEEAAAAJ,9128.0,98,50,209,143,1,1
9292,"Professor, Medical School, University of Crete & IMBB - FORTH",@imbb.forth.gr,36759.0,afQKKl8AAAAJ,{'indices'},Biology|Life Sciences|Biomedicine,Nektarios Tavernarakis,https://scholar.google.com/citations?view_op=medium_photo&user=afQKKl8AAAAJ,19751.0,76,57,199,164,1,1
9293,Independent,,35834.0,s95zK8MAAAAJ,{'indices'},cancer|biology|prevention|genomics,Robert Strausberg,https://scholar.google.com/citations?view_op=medium_photo&user=s95zK8MAAAAJ,9848.0,74,40,133,81,1,1
9294,Professor of Computer Science Standford University,,35517.0,zitFt6UAAAAJ,{'indices'},Biology|pricing theory,Mohan varshney,https://scholar.google.com/citations?view_op=medium_photo&user=zitFt6UAAAAJ,17420.0,97,70,302,250,1,1
9295,"Professor of Materials Chemistry, National Center for Nanoscience and Technology, China",@nanoctr.cn,35513.0,oLtjyq0AAAAJ,{'indices'},Nanoscience|Chemistry|Materials|Biology,Zhiyong Tang,https://scholar.google.com/citations?view_op=medium_photo&user=oLtjyq0AAAAJ,21650.0,97,78,265,234,1,1
9296,Max Planck Institute for Plant Breeding Research,@mpipz.mpg.de,35457.0,14K2mxoAAAAJ,{'indices'},Biology,George Coupland,https://scholar.google.com/citations?view_op=medium_photo&user=14K2mxoAAAAJ,11837.0,93,61,176,141,1,1
9297,Washington University in St. Louis,@wustl.edu,34406.0,FWfZjAYAAAAJ,{'indices'},Biology|Immunology|Microbiology,L. David Sibley,https://scholar.google.com/citations?view_op=medium_photo&user=FWfZjAYAAAAJ,11530.0,112,60,250,209,1,1
9298,"Professor, The Rockefeller University",@rockefeller.edu,33885.0,fhtHX1wAAAAJ,{'indices'},biology|neuroscience,Nathaniel Heintz,https://scholar.google.com/citations?view_op=medium_photo&user=fhtHX1wAAAAJ,11005.0,86,51,163,101,1,1
9299,stanford university,@slac.stanford.edu,33749.0,Q_-5uPsAAAAJ,{'indices'},physics|biology,sebastian doniach,https://scholar.google.com/citations?view_op=medium_photo&user=Q_-5uPsAAAAJ,5815.0,93,36,246,114,1,1
9300,"Professor, University of Oslo",@nhm.uio.no,33696.0,zv5lr64AAAAJ,{'indices'},Geology|biology,Øyvind Hammer,https://scholar.google.com/citations?view_op=medium_photo&user=zv5lr64AAAAJ,19217.0,31,21,86,56,1,1
9301,Professor of Oncology,@jhmi.edu,33465.0,bn7XtvAAAAAJ,{'indices'},breast cancer|biology|molecular mechanisms|epigenetics|methylation,Saraswati Sukumar,https://scholar.google.com/citations?view_op=medium_photo&user=bn7XtvAAAAAJ,11904.0,80,47,201,142,1,1
9302,Cedars-Sinai Medical Center,@cshs.org,32780.0,n7FZREIAAAAJ,{'indices'},biology,Roberta A. Gottlieb,https://scholar.google.com/citations?view_op=medium_photo&user=n7FZREIAAAAJ,12595.0,76,47,160,130,1,1
9303,"Institute of General Pathology, Catholic University, Rome",@unicatt.it,31295.0,XmO88O8AAAAJ,{'indices'},Biology|Medicine,Ruggero De Maria,https://scholar.google.com/citations?view_op=medium_photo&user=XmO88O8AAAAJ,12453.0,74,47,216,157,1,1
9304,University of Manchester,@manchester.ac.uk,30979.0,jrhXcm8AAAAJ,{'indices'},Biology,Martin Humphries,https://scholar.google.com/citations?view_op=medium_photo&user=jrhXcm8AAAAJ,7943.0,96,45,237,140,1,1
9305,"Professor, University of Genova, Italy",@unige.it,30922.0,8yEROuUAAAAJ,{'indices'},Biology|Medicine,Ranieri Cancedda,https://scholar.google.com/citations?view_op=medium_photo&user=8yEROuUAAAAJ,7713.0,87,42,280,146,1,1
9306,"Professor of Anthropology, Arizona State University",@asu.edu,30520.0,_1pIHHMAAAAJ,{'indices'},anthropology|hunter gatherers|paraguay|evolution|biology,Kim Hill,https://scholar.google.com/citations?view_op=medium_photo&user=_1pIHHMAAAAJ,9750.0,72,45,149,111,1,1
9307,CERM and Department of Chemistry University of Florence,@cerm.unifi.it,30450.0,iezfnu4AAAAJ,{'indices'},Chemistry|Biology|Biophysics|Biomedicine,Claudio Luchinat,https://scholar.google.com/citations?view_op=medium_photo&user=iezfnu4AAAAJ,8342.0,85,41,540,228,1,1
9308,"Indiana University, Houston, Stockholm, LKB Produkter AB, Brno, Czechoslovakian …",@indiana.edu,30366.0,mC_fat8AAAAJ,{'indices'},biology|chemistry|cancer,Milos V Novotny,https://scholar.google.com/citations?view_op=medium_photo&user=mC_fat8AAAAJ,5477.0,95,37,400,156,1,1
9309,University of New Mexico Cancer Center,,29936.0,ough7n4AAAAJ,{'indices'},Biology,Renata Pasqualini,https://scholar.google.com/citations?view_op=medium_photo&user=ough7n4AAAAJ,7753.0,81,42,219,149,1,1
9310,Columbia ,@c2b2.columbia.edu,29878.0,NxBuRgcAAAAJ,{'indices'},Biology,Andrea Califano,https://scholar.google.com/citations?view_op=medium_photo&user=NxBuRgcAAAAJ,13818.0,73,55,184,135,1,1
9311,Google,@google.com,29636.0,JT_OTAIAAAAJ,{'indices'},Health|Biology|Physics|Astronomy,Chris Roat,https://scholar.google.com/citations?view_op=medium_photo&user=JT_OTAIAAAAJ,5223.0,88,33,244,104,1,1
9312,Chalmers,@chalmers.se,29567.0,2e17bXYAAAAJ,{'indices'},chemistry|physics|biology,Bengt Nordén,https://scholar.google.com/citations?view_op=medium_photo&user=2e17bXYAAAAJ,5085.0,90,34,355,130,1,1
9313,Arizona State University,@asu.edu,29311.0,K7wXsg0AAAAJ,{'indices'},Physics|chemistry|biology|biophysics|molecular electronics,Stuart Lindsay,https://scholar.google.com/citations?view_op=medium_photo&user=K7wXsg0AAAAJ,7024.0,84,38,288,138,1,1
9314,university of Houston,@uh.edu,28781.0,NzNI_iQAAAAJ,{'indices'},biology,Robert J Schwartz,https://scholar.google.com/citations?view_op=medium_photo&user=NzNI_iQAAAAJ,6270.0,100,43,234,132,1,1
9315,student of civil engineering,,28585.0,KB1deU0AAAAJ,{'indices'},civil engineering|biology|physcology,randeep singh,https://scholar.google.com/citations?view_op=medium_photo&user=KB1deU0AAAAJ,14704.0,69,47,629,363,1,1
9316,"Professor of Gynecology and Obstetrics, UCSF",@obgyn.ucsf.edu,28564.0,ahuNkswAAAAJ,{'indices'},biology,Marco Conti,https://scholar.google.com/citations?view_op=medium_photo&user=ahuNkswAAAAJ,6984.0,94,46,271,165,1,1
9317,"Massachusetts General Hospital, Beth Israel Deaconess Medical Center, Harvard Medical …",@partners.org,28384.0,XYPfCGYAAAAJ,{'indices'},Biology,Saumya Das,https://scholar.google.com/citations?view_op=medium_photo&user=XYPfCGYAAAAJ,22423.0,52,42,149,111,1,1
9318,Arizona State University,@asu.edu,28376.0,RSvQYdUAAAAJ,{'indices'},psychology|evolution|biology|cognition|social psychology,Douglas Kenrick,https://scholar.google.com/citations?view_op=medium_photo&user=RSvQYdUAAAAJ,8974.0,76,49,159,109,1,1
9319,"Scientist emeritus, NIH",,28308.0,OGIU0bcAAAAJ,{'indices'},Biology,Dean Hamer,https://scholar.google.com/citations?view_op=medium_photo&user=OGIU0bcAAAAJ,3723.0,72,26,145,52,1,1
9320,"Professor of Physics, Northeastern University",@neu.edu,28295.0,jAhgetoAAAAJ,{'indices'},physics|materials science|biology,Alain Karma,https://scholar.google.com/citations?view_op=medium_photo&user=jAhgetoAAAAJ,9573.0,82,50,177,136,1,1
9321,"Jinggangshan University, Lanzhou University",@jgsu.edu.cn,28196.0,JbbShdsAAAAJ,{'indices'},Biology,Huang Zuhao,https://scholar.google.com/citations?view_op=medium_photo&user=JbbShdsAAAAJ,14755.0,70,55,545,335,1,1
9322,University of Tennessee Health Science Center,@uthsc.edu,28073.0,d5TKoncAAAAJ,{'indices'},Biology|Genomics|Genetics|Computational Biology|Bioinformatics,Erik Garrison,https://scholar.google.com/citations?view_op=medium_photo&user=d5TKoncAAAAJ,19338.0,26,26,35,35,1,1
9323,Koch Institute MIT,,28056.0,vfYeEdwAAAAJ,{'indices'},Immunology|Biology,Herman Eisen,https://scholar.google.com/citations?view_op=medium_photo&user=vfYeEdwAAAAJ,2248.0,92,24,240,53,1,1
9324,UCSD,@ucsd.edu,28037.0,Cr0P9RAAAAAJ,{'indices'},Biology,Peter Novick,https://scholar.google.com/citations?view_op=medium_photo&user=Cr0P9RAAAAAJ,4267.0,81,33,132,82,1,1
9325,University of Western Australia,@uwa.edu.au,27788.0,Ymqqv10AAAAJ,{'indices'},Evolutionary biology|behavioral ecology|animal behavior|ecology|biology,Leigh W Simmons,https://scholar.google.com/citations?view_op=medium_photo&user=Ymqqv10AAAAJ,9370.0,92,44,328,248,1,1
9326,"University of Hong Kong, Hong Kong SAR & Univ of Helsinki, Finland",@hku.hk,27722.0,cZJ7ifQAAAAJ,{'indices'},Evolution|Ecology|Genetics|Zoology|Biology,Merilä Juha,https://scholar.google.com/citations?view_op=medium_photo&user=cZJ7ifQAAAAJ,10273.0,85,44,349,238,1,1
9327,Mayo clinic,@mayo.edu,27605.0,qYsb4KsAAAAJ,{'indices'},Biology,Peter Amadio,https://scholar.google.com/citations?view_op=medium_photo&user=qYsb4KsAAAAJ,8073.0,79,34,356,185,1,1
9328,Professor of Integrative Biology,@mail.utexas.edu,27315.0,1WIPsm0AAAAJ,{'indices'},Biology,Michael J. Ryan,https://scholar.google.com/citations?view_op=medium_photo&user=1WIPsm0AAAAJ,6900.0,88,41,274,188,1,1
9329,Virginia Institute of Marine Science,@vims.edu,27161.0,bVEVdsEAAAAJ,{'indices'},seagrasses|ecology|biology|seed dispersal,Robert J. Orth,https://scholar.google.com/citations?view_op=medium_photo&user=bVEVdsEAAAAJ,9557.0,72,41,146,104,1,1
9330,Royal Belgian Institute of Natural Sciences,@naturalsciences.be,27112.0,NqYLHEgAAAAJ,{'indices'},biology|zoology|herpetology,Zoltan T. Nagy,https://scholar.google.com/citations?view_op=medium_photo&user=NqYLHEgAAAAJ,11054.0,76,48,501,269,1,1
9331,"Professor Emeritus, Reading University, uk",@blue-earth.co.uk,26615.0,uabCiwEAAAAJ,{'indices'},biology|agriculture|plant physiology|cytology|genetics,EH Roberts,https://scholar.google.com/citations?view_op=medium_photo&user=uabCiwEAAAAJ,5401.0,84,30,274,113,1,1
9332,"Professor of Computer Science, New York University",@cs.nyu.edu,26204.0,UQ9Ws6wAAAAJ,{'indices'},database|biology|genomics|algorithms,Dennis Shasha,https://scholar.google.com/citations?view_op=medium_photo&user=UQ9Ws6wAAAAJ,5696.0,78,37,207,104,1,1
9333,Centro de Investigaciones Biologicas del Noroeste SC,@cibnor.mx,25612.0,j5O867IAAAAJ,{'indices'},Biology|aquaculture|animal physiology,maeda-martinez an,https://scholar.google.com/citations?view_op=medium_photo&user=j5O867IAAAAJ,10765.0,65,41,537,271,1,1
9334,University of St Andrews,@st-andrews.ac.uk,25395.0,pKpP5toAAAAJ,{'indices'},ecology|biology|evolution|statistics|StACBD,Graeme D Ruxton,https://scholar.google.com/citations?view_op=medium_photo&user=pKpP5toAAAAJ,10946.0,71,43,310,177,1,1
9335,Duke University,@duke.edu,25301.0,oDmTrHkAAAAJ,{'indices'},biology|genetics,Douglas Marchuk,https://scholar.google.com/citations?view_op=medium_photo&user=oDmTrHkAAAAJ,5382.0,75,36,172,112,1,1
9336,University of St Andrews,@st-andrews.ac.uk,25290.0,Ur__1s0AAAAJ,{'indices'},Biology|Ecology|Statistics,Len Thomas,https://scholar.google.com/citations?view_op=medium_photo&user=Ur__1s0AAAAJ,9359.0,60,43,145,118,1,1
9337,Professore di Genetica,@biologia.uniba.it,25198.0,3IKld3sAAAAJ,{'indices'},biology,Mariano Rocchi,https://scholar.google.com/citations?view_op=medium_photo&user=3IKld3sAAAAJ,4873.0,74,31,292,90,1,1
9338,"University Distinguished Professor, Michigan State University, HHMI",@thehelab.org,25036.0,d5HLoWUAAAAJ,{'indices'},Biology,Sheng Yang He,https://scholar.google.com/citations?view_op=medium_photo&user=d5HLoWUAAAAJ,9965.0,75,50,118,92,1,1
9339,"Student, Drexel UNIVERSITY",@drexel.edu,24720.0,SHU7GqcAAAAJ,{'indices'},biology|geology and psychology,charles parker,https://scholar.google.com/citations?view_op=medium_photo&user=SHU7GqcAAAAJ,1413.0,74,16,229,26,1,1
9340,Danone Research,@danone.com,24473.0,aYTQ-WkAAAAJ,{'indices'},Biology|Metagenomics|Microbiome|Microbial Ecology|Gut Microbiota,Julien Tap,https://scholar.google.com/citations?view_op=medium_photo&user=aYTQ-WkAAAAJ,15681.0,23,23,24,24,1,1
