,author_1,author_2
13921,lRTRxSIAAAAJ,I4QxyoQAAAAJ
13922,lRTRxSIAAAAJ,spRDlWkAAAAJ
13923,lRTRxSIAAAAJ,RWwuQ70AAAAJ
13924,lRTRxSIAAAAJ,7gwPXrQAAAAJ
13925,lRTRxSIAAAAJ,kJPnTuwAAAAJ
13926,lRTRxSIAAAAJ,4hWAaZwAAAAJ
13927,lRTRxSIAAAAJ,gF0Uj7cAAAAJ
13928,lRTRxSIAAAAJ,XU7ZT5kAAAAJ
13929,lRTRxSIAAAAJ,HTPSLBMAAAAJ
13930,lRTRxSIAAAAJ,u8SC9MQAAAAJ
13931,lRTRxSIAAAAJ,TeaPzHwAAAAJ
13932,lRTRxSIAAAAJ,M3Vi46UAAAAJ
13933,lzdgBesAAAAJ,MJ8rA_8AAAAJ
13934,lzdgBesAAAAJ,VaKAzAUAAAAJ
13935,lzdgBesAAAAJ,xvks_GMAAAAJ
13936,lzdgBesAAAAJ,TyorWxcAAAAJ
13937,lzdgBesAAAAJ,a3uREUMAAAAJ
13938,lzdgBesAAAAJ,cIVIirsAAAAJ
13939,lzdgBesAAAAJ,qabycucAAAAJ
13940,lzdgBesAAAAJ,vhXPe28AAAAJ
13941,lzdgBesAAAAJ,7rz4dCsAAAAJ
13942,lzdgBesAAAAJ,m39BqMwAAAAJ
13943,lzdgBesAAAAJ,qCaTuJsAAAAJ
13944,lzdgBesAAAAJ,QrbzbSIAAAAJ
13945,lzdgBesAAAAJ,vO-AtYoAAAAJ
13946,lzdgBesAAAAJ,KQNmG1kAAAAJ
13947,lzdgBesAAAAJ,TdRzT8kAAAAJ
13948,lzdgBesAAAAJ,qiG4KbwAAAAJ
13949,lzdgBesAAAAJ,xAKd7XIAAAAJ
13950,lzdgBesAAAAJ,cL_TePcAAAAJ
13951,lzdgBesAAAAJ,LayvtFsAAAAJ
13952,lzdgBesAAAAJ,Xbwuw8gAAAAJ
13953,0smOZFIAAAAJ,UO1DLQoAAAAJ
13954,0smOZFIAAAAJ,MdxHaLwAAAAJ
13955,0smOZFIAAAAJ,tBC-e1kAAAAJ
13956,0smOZFIAAAAJ,3FWe5OQAAAAJ
13957,0smOZFIAAAAJ,5O519TYAAAAJ
13958,0smOZFIAAAAJ,XigsAgUAAAAJ
13959,0smOZFIAAAAJ,lVs1oN4AAAAJ
13960,0smOZFIAAAAJ,qvkEkKYAAAAJ
13961,0smOZFIAAAAJ,D847cGsAAAAJ
13962,0smOZFIAAAAJ,iME3jMYAAAAJ
13963,0smOZFIAAAAJ,bUhVerAAAAAJ
13964,0smOZFIAAAAJ,D_2ApacAAAAJ
13965,0smOZFIAAAAJ,cXkAswgAAAAJ
13966,0smOZFIAAAAJ,NAXVoDkAAAAJ
13967,0smOZFIAAAAJ,IwTpbPAAAAAJ
13968,0smOZFIAAAAJ,iheClz8AAAAJ
13969,0smOZFIAAAAJ,02jjcCMAAAAJ
13970,0smOZFIAAAAJ,J6kLmsIAAAAJ
13971,0smOZFIAAAAJ,eUNz4TsAAAAJ
13972,0smOZFIAAAAJ,uyMpu78AAAAJ
13973,aS_TLX4AAAAJ,4gePFA4AAAAJ
13974,aS_TLX4AAAAJ,KLcwYUUAAAAJ
13975,aS_TLX4AAAAJ,Wh79oh0AAAAJ
13976,aS_TLX4AAAAJ,_C6GQAYAAAAJ
13977,aS_TLX4AAAAJ,jh0zoEMAAAAJ
13978,aS_TLX4AAAAJ,BAIFUiAAAAAJ
13979,aS_TLX4AAAAJ,hYg242wAAAAJ
13980,33sEewQAAAAJ,9UmjOQgAAAAJ
13981,33sEewQAAAAJ,lxBtOAoAAAAJ
13982,33sEewQAAAAJ,7fZs_tEAAAAJ
13983,33sEewQAAAAJ,NpveFlwAAAAJ
13984,33sEewQAAAAJ,ZVcYws8AAAAJ
13985,33sEewQAAAAJ,WNY47SAAAAAJ
13986,33sEewQAAAAJ,oCQg2WMAAAAJ
13987,33sEewQAAAAJ,FOvuTzIAAAAJ
13988,33sEewQAAAAJ,zxTgiHQAAAAJ
13989,33sEewQAAAAJ,DkT7JuoAAAAJ
13990,33sEewQAAAAJ,LogVjoAAAAAJ
13991,33sEewQAAAAJ,mIt9KSMAAAAJ
13992,33sEewQAAAAJ,791Sob0AAAAJ
13993,33sEewQAAAAJ,KMXNmQoAAAAJ
13994,33sEewQAAAAJ,EzZoXGAAAAAJ
13995,33sEewQAAAAJ,L0amJ5AAAAAJ
13996,33sEewQAAAAJ,7PwtF44AAAAJ
13997,33sEewQAAAAJ,xaeQsNIAAAAJ
13998,33sEewQAAAAJ,PAxOW_QAAAAJ
13999,33sEewQAAAAJ,SS1MGRMAAAAJ
14000,7de84zoAAAAJ,2YLKXzwAAAAJ
14001,7de84zoAAAAJ,OatnXOYAAAAJ
14002,7de84zoAAAAJ,2CdOi4EAAAAJ
14003,7de84zoAAAAJ,oAD8PrkAAAAJ
14004,7de84zoAAAAJ,I1wmKokAAAAJ
14005,7de84zoAAAAJ,yWr7s1IAAAAJ
14006,7de84zoAAAAJ,5mSpljoAAAAJ
14007,7de84zoAAAAJ,0fIhJYIAAAAJ
14008,7de84zoAAAAJ,W93oh6wAAAAJ
14009,7de84zoAAAAJ,kouPh9AAAAAJ
14010,7de84zoAAAAJ,bn7XtvAAAAAJ
14011,7de84zoAAAAJ,iiUbefkAAAAJ
14012,7de84zoAAAAJ,IBnQgT4AAAAJ
14013,7de84zoAAAAJ,8RzIkkQAAAAJ
14014,7de84zoAAAAJ,JXSk5nEAAAAJ
14015,7de84zoAAAAJ,ZpG_cJwAAAAJ
14016,7de84zoAAAAJ,qaAebdkAAAAJ
14017,7de84zoAAAAJ,lkJ2R4kAAAAJ
14018,7de84zoAAAAJ,tQVe-fAAAAAJ
14019,7de84zoAAAAJ,KRkHmBIAAAAJ
14020,_Q62CNAAAAAJ,v5lQ4wsAAAAJ
14021,_Q62CNAAAAAJ,yxxG-aQAAAAJ
14022,_Q62CNAAAAAJ,H5MRdLEAAAAJ
14023,_Q62CNAAAAAJ,tarCogUAAAAJ
14024,_Q62CNAAAAAJ,oBtc-DMAAAAJ
14025,_Q62CNAAAAAJ,3AGo6DUAAAAJ
14026,_Q62CNAAAAAJ,xVQBFmYAAAAJ
14027,_Q62CNAAAAAJ,m_WW2lwAAAAJ
14028,_Q62CNAAAAAJ,VuHZeiIAAAAJ
14029,_Q62CNAAAAAJ,_cYn2kcAAAAJ
14030,_Q62CNAAAAAJ,JRaE_78AAAAJ
14031,_Q62CNAAAAAJ,KdDSX7AAAAAJ
14032,_Q62CNAAAAAJ,AHIOyxIAAAAJ
14033,_Q62CNAAAAAJ,GvnOmR8AAAAJ
14034,_Q62CNAAAAAJ,pA4McIMAAAAJ
14035,_Q62CNAAAAAJ,wPxjTZQAAAAJ
14036,_Q62CNAAAAAJ,5u7TxAMAAAAJ
14037,_Q62CNAAAAAJ,4qBEPUkAAAAJ
14038,_Q62CNAAAAAJ,ze9xIE4AAAAJ
14039,_Q62CNAAAAAJ,Bber4n0AAAAJ
14040,cgHlvUQAAAAJ,VbfW-YAAAAAJ
14041,cgHlvUQAAAAJ,_1WEgkIAAAAJ
14042,cgHlvUQAAAAJ,Q1EL3qkAAAAJ
14043,cgHlvUQAAAAJ,7bYB_J4AAAAJ
14044,cgHlvUQAAAAJ,bYI4-6YAAAAJ
14045,cgHlvUQAAAAJ,1WKyF5MAAAAJ
14046,cgHlvUQAAAAJ,FXoxm8cAAAAJ
14047,cgHlvUQAAAAJ,9Uw7ftYAAAAJ
14048,cgHlvUQAAAAJ,ryXQyloAAAAJ
14049,cgHlvUQAAAAJ,A3RJEFUAAAAJ
14050,cgHlvUQAAAAJ,JJP4k-UAAAAJ
14051,cgHlvUQAAAAJ,5Od-c5QAAAAJ
14052,cgHlvUQAAAAJ,U5N_lC4AAAAJ
14053,cgHlvUQAAAAJ,yVkke2YAAAAJ
14054,cgHlvUQAAAAJ,1a-_ns8AAAAJ
14055,cgHlvUQAAAAJ,ygM8WtMAAAAJ
14056,cgHlvUQAAAAJ,tKuF4OsAAAAJ
14057,cgHlvUQAAAAJ,H6EGIrQAAAAJ
14058,cgHlvUQAAAAJ,XqnJ0pIAAAAJ
14059,cgHlvUQAAAAJ,ZdKB-AQAAAAJ
14060,ZEGrXygAAAAJ,y2-Dnf4AAAAJ
14061,jGboazkAAAAJ,mj9wWSwAAAAJ
14062,jGboazkAAAAJ,3yJxnHwAAAAJ
14063,jGboazkAAAAJ,QJeFmVEAAAAJ
14064,jGboazkAAAAJ,Yv_VB-cAAAAJ
14065,jGboazkAAAAJ,DMIvQbwAAAAJ
14066,jGboazkAAAAJ,LeoSUPIAAAAJ
14067,jGboazkAAAAJ,x-_6edMAAAAJ
14068,jGboazkAAAAJ,R1cfTCoAAAAJ
14069,jGboazkAAAAJ,OBTWT_gAAAAJ
14070,BUnlF_IAAAAJ,8NSgmYkAAAAJ
14071,BUnlF_IAAAAJ,S2OjOvYAAAAJ
14072,BUnlF_IAAAAJ,dg3fgysAAAAJ
14073,BUnlF_IAAAAJ,FWr6EAMAAAAJ
14074,BUnlF_IAAAAJ,eF5XbAwAAAAJ
14075,BUnlF_IAAAAJ,vFeGTqEAAAAJ
14076,BUnlF_IAAAAJ,Irw8GG4AAAAJ
14077,BUnlF_IAAAAJ,MaWAbMcAAAAJ
14078,FuVNRZwAAAAJ,m2Axp6YAAAAJ
14079,FuVNRZwAAAAJ,AQyMJsAAAAAJ
14080,FuVNRZwAAAAJ,z38rXXAAAAAJ
14081,FuVNRZwAAAAJ,Bo6IvbkAAAAJ
14082,FuVNRZwAAAAJ,CKcKDloAAAAJ
14083,FuVNRZwAAAAJ,g8grUOcAAAAJ
14084,FuVNRZwAAAAJ,5Ks1HwsAAAAJ
14085,wjGU0FUAAAAJ,AQyMJsAAAAAJ
14086,wjGU0FUAAAAJ,PTwfmrwAAAAJ
14087,wjGU0FUAAAAJ,6GU0W_AAAAAJ
14088,wjGU0FUAAAAJ,FsUKV-QAAAAJ
14089,wjGU0FUAAAAJ,e9UrECsAAAAJ
14090,wjGU0FUAAAAJ,mV8kEGAAAAAJ
14091,wjGU0FUAAAAJ,mIDl6skAAAAJ
14092,wjGU0FUAAAAJ,DZXYINEAAAAJ
14093,wjGU0FUAAAAJ,3zhEuWQAAAAJ
14094,wjGU0FUAAAAJ,yZN8kEQAAAAJ
14095,wjGU0FUAAAAJ,lkT9kKIAAAAJ
14096,wjGU0FUAAAAJ,zMXplXcAAAAJ
14097,wjGU0FUAAAAJ,fJMTxCcAAAAJ
14098,wjGU0FUAAAAJ,lRTRxSIAAAAJ
14099,wjGU0FUAAAAJ,RWwuQ70AAAAJ
14100,dQDXoQsAAAAJ,vgarkxwAAAAJ
14101,dQDXoQsAAAAJ,TmhHwmQAAAAJ
14102,dQDXoQsAAAAJ,te5DjPQAAAAJ
14103,dQDXoQsAAAAJ,e7rCTO0AAAAJ
14104,dQDXoQsAAAAJ,ERUd22YAAAAJ
14105,dQDXoQsAAAAJ,I0N_TsIAAAAJ
14106,dQDXoQsAAAAJ,auHkDbsAAAAJ
14107,dQDXoQsAAAAJ,h3biDYcAAAAJ
14108,dQDXoQsAAAAJ,DuYWuwMAAAAJ
14109,dQDXoQsAAAAJ,BFNNvUYAAAAJ
14110,dQDXoQsAAAAJ,M2nwsbsAAAAJ
14111,dQDXoQsAAAAJ,398l2V8AAAAJ
14112,dQDXoQsAAAAJ,T9774LMAAAAJ
14113,dQDXoQsAAAAJ,ZCw4KcoAAAAJ
14114,dQDXoQsAAAAJ,R_16rQ0AAAAJ
14115,dQDXoQsAAAAJ,TqAysx4AAAAJ
14116,dQDXoQsAAAAJ,c6WH6Q8AAAAJ
14117,dQDXoQsAAAAJ,nz4Nfw0AAAAJ
14118,dQDXoQsAAAAJ,4xmjZ0wAAAAJ
14119,dQDXoQsAAAAJ,CJKIVooAAAAJ
14120,VFwH26kAAAAJ,F4P3ghEAAAAJ
14121,VFwH26kAAAAJ,_tNjShUAAAAJ
14122,VFwH26kAAAAJ,lXt-YBgAAAAJ
14123,VFwH26kAAAAJ,aS_TLX4AAAAJ
14124,VFwH26kAAAAJ,8oqozzkAAAAJ
14125,VFwH26kAAAAJ,BVJ-ltYAAAAJ
14126,VFwH26kAAAAJ,2vTOOtkAAAAJ
14127,VFwH26kAAAAJ,Ok6uF9kAAAAJ
14128,llDMU-kAAAAJ,S0nQYp8AAAAJ
14129,llDMU-kAAAAJ,1sBnYtgAAAAJ
14130,llDMU-kAAAAJ,1qB8VokAAAAJ
14131,llDMU-kAAAAJ,n-7LqGoAAAAJ
14132,llDMU-kAAAAJ,LBFKLzAAAAAJ
14133,llDMU-kAAAAJ,yKO7pd0AAAAJ
14134,llDMU-kAAAAJ,CUZ859sAAAAJ
14135,llDMU-kAAAAJ,5LXdrvgAAAAJ
14136,llDMU-kAAAAJ,1wiz_OEAAAAJ
14137,llDMU-kAAAAJ,qhkfxCMAAAAJ
14138,llDMU-kAAAAJ,Fy2BVk4AAAAJ
14139,llDMU-kAAAAJ,uIlVRsoAAAAJ
14140,llDMU-kAAAAJ,dQPegyYAAAAJ
14141,llDMU-kAAAAJ,b_00sekAAAAJ
14142,llDMU-kAAAAJ,suP10tIAAAAJ
14143,llDMU-kAAAAJ,wBoYqr4AAAAJ
14144,llDMU-kAAAAJ,ZJNiRFkAAAAJ
14145,llDMU-kAAAAJ,ZdorIfgAAAAJ
14146,llDMU-kAAAAJ,lPOGNm8AAAAJ
14147,llDMU-kAAAAJ,9YKFt5AAAAAJ
14148,afQKKl8AAAAJ,qTAeiYAAAAAJ
14149,afQKKl8AAAAJ,OU05Q_MAAAAJ
14150,afQKKl8AAAAJ,P0qPkVAAAAAJ
14151,afQKKl8AAAAJ,pIfF3tkAAAAJ
14152,afQKKl8AAAAJ,pSY7g_YAAAAJ
14153,afQKKl8AAAAJ,Z33P4l4AAAAJ
14154,afQKKl8AAAAJ,pZueQmAAAAAJ
14155,afQKKl8AAAAJ,0FuZRPYAAAAJ
14156,afQKKl8AAAAJ,pGxox2IAAAAJ
14157,afQKKl8AAAAJ,UmxSTswAAAAJ
14158,afQKKl8AAAAJ,J3Durw8AAAAJ
14159,afQKKl8AAAAJ,KEQb4vkAAAAJ
14160,afQKKl8AAAAJ,SLFofVoAAAAJ
14161,afQKKl8AAAAJ,Fp73yz4AAAAJ
14162,afQKKl8AAAAJ,ufyJPQ0AAAAJ
14163,afQKKl8AAAAJ,6YLkLiwAAAAJ
14164,afQKKl8AAAAJ,zEM0YW4AAAAJ
14165,afQKKl8AAAAJ,ADfy9M8AAAAJ
14166,afQKKl8AAAAJ,AAGpackAAAAJ
14167,afQKKl8AAAAJ,VdZQ1EgAAAAJ
14168,n7FZREIAAAAJ,gh4gGRsAAAAJ
14169,n7FZREIAAAAJ,xFwneiQAAAAJ
14170,n7FZREIAAAAJ,-ktYGcYAAAAJ
14171,n7FZREIAAAAJ,MPJwragAAAAJ
14172,n7FZREIAAAAJ,zp25h2gAAAAJ
14173,n7FZREIAAAAJ,Pc9bL9oAAAAJ
14174,n7FZREIAAAAJ,478zBekAAAAJ
14175,n7FZREIAAAAJ,xVvyb1gAAAAJ
14176,n7FZREIAAAAJ,GxWbUygAAAAJ
14177,n7FZREIAAAAJ,fHQD__4AAAAJ
14178,n7FZREIAAAAJ,qwuCdCsAAAAJ
14179,n7FZREIAAAAJ,JMdDcoAAAAAJ
14180,n7FZREIAAAAJ,_mCuP8wAAAAJ
14181,n7FZREIAAAAJ,UJCCkB8AAAAJ
14182,n7FZREIAAAAJ,i4NirSEAAAAJ
14183,XmO88O8AAAAJ,qm_8uh4AAAAJ
14184,XmO88O8AAAAJ,KfwBewoAAAAJ
14185,XmO88O8AAAAJ,-62dmJkAAAAJ
14186,XmO88O8AAAAJ,DD-T9VYAAAAJ
14187,XmO88O8AAAAJ,7giHfzwAAAAJ
14188,XmO88O8AAAAJ,Jcgjav8AAAAJ
14189,XmO88O8AAAAJ,ncvHj3MAAAAJ
14190,XmO88O8AAAAJ,U2vvL6oAAAAJ
14191,XmO88O8AAAAJ,8moOfbwAAAAJ
14192,XmO88O8AAAAJ,_mZTE8AAAAAJ
14193,XmO88O8AAAAJ,sqR3aJ4AAAAJ
14194,XmO88O8AAAAJ,__aQEBsAAAAJ
14195,XmO88O8AAAAJ,t74JW58AAAAJ
14196,XmO88O8AAAAJ,Vo2jOVYAAAAJ
14197,XmO88O8AAAAJ,2g0d-sgAAAAJ
14198,_1pIHHMAAAAJ,fOQ5_FMAAAAJ
14199,_1pIHHMAAAAJ,QdnBHR8AAAAJ
14200,_1pIHHMAAAAJ,ixiZVVoAAAAJ
14201,_1pIHHMAAAAJ,nOl6EUIAAAAJ
14202,_1pIHHMAAAAJ,WoSILroAAAAJ
14203,_1pIHHMAAAAJ,YOwFJ0IAAAAJ
14204,_1pIHHMAAAAJ,nUWK9mQAAAAJ
14205,_1pIHHMAAAAJ,hFBJWo4AAAAJ
14206,_1pIHHMAAAAJ,0BbIRTwAAAAJ
14207,_1pIHHMAAAAJ,PkI4BoYAAAAJ
14208,_1pIHHMAAAAJ,U3w9qZoAAAAJ
14209,_1pIHHMAAAAJ,xqKVKIwAAAAJ
14210,_1pIHHMAAAAJ,PeFO6a8AAAAJ
14211,_1pIHHMAAAAJ,yuqv19MAAAAJ
14212,_1pIHHMAAAAJ,LYy5Ny8AAAAJ
14213,iezfnu4AAAAJ,RaavSfwAAAAJ
14214,iezfnu4AAAAJ,mMskWPwAAAAJ
14215,iezfnu4AAAAJ,oCSY7McAAAAJ
14216,iezfnu4AAAAJ,AE42FNcAAAAJ
14217,iezfnu4AAAAJ,054kXBsAAAAJ
14218,iezfnu4AAAAJ,4zsNGbYAAAAJ
14219,iezfnu4AAAAJ,_cQDmIoAAAAJ
14220,iezfnu4AAAAJ,IAakj5kAAAAJ
14221,iezfnu4AAAAJ,2wcrsoIAAAAJ
14222,iezfnu4AAAAJ,oJGxsEoAAAAJ
14223,iezfnu4AAAAJ,H5FJz1QAAAAJ
14224,iezfnu4AAAAJ,4VJxCLEAAAAJ
14225,iezfnu4AAAAJ,Ez1wGt0AAAAJ
14226,iezfnu4AAAAJ,i2O2sokAAAAJ
14227,iezfnu4AAAAJ,W3GPMk4AAAAJ
14228,iezfnu4AAAAJ,W4G8JkkAAAAJ
14229,iezfnu4AAAAJ,OusSJsgAAAAJ
14230,iezfnu4AAAAJ,V1g27qgAAAAJ
14231,iezfnu4AAAAJ,0N25CegAAAAJ
14232,iezfnu4AAAAJ,GywiPOMAAAAJ
14233,mC_fat8AAAAJ,wpUCuL0AAAAJ
14234,mC_fat8AAAAJ,1q_j3SMAAAAJ
14235,mC_fat8AAAAJ,o3mAs2oAAAAJ
14236,mC_fat8AAAAJ,71X5kF4AAAAJ
14237,mC_fat8AAAAJ,4Hywr5UAAAAJ
14238,mC_fat8AAAAJ,kiZj3UcAAAAJ
14239,mC_fat8AAAAJ,4xjs4asAAAAJ
14240,mC_fat8AAAAJ,icBhM3QAAAAJ
14241,mC_fat8AAAAJ,TZ3mKQUAAAAJ
14242,mC_fat8AAAAJ,GgCSJPEAAAAJ
14243,mC_fat8AAAAJ,wdzzBmQAAAAJ
14244,mC_fat8AAAAJ,Sr21_zYAAAAJ
14245,mC_fat8AAAAJ,03hglwoAAAAJ
14246,mC_fat8AAAAJ,1rT1_rUAAAAJ
14247,mC_fat8AAAAJ,tjhEFd4AAAAJ
14248,mC_fat8AAAAJ,yu_nvikAAAAJ
14249,mC_fat8AAAAJ,HijU2sYAAAAJ
14250,mC_fat8AAAAJ,S12sUhoAAAAJ
14251,mC_fat8AAAAJ,dVsWvF0AAAAJ
14252,mC_fat8AAAAJ,chKEg0oAAAAJ
14253,NzNI_iQAAAAJ,En_ebaAAAAAJ
14254,NzNI_iQAAAAJ,_G3CAUMAAAAJ
14255,NzNI_iQAAAAJ,CbiIwC0AAAAJ
14256,NzNI_iQAAAAJ,xSu_228AAAAJ
14257,NzNI_iQAAAAJ,yN7_bHUAAAAJ
14258,NzNI_iQAAAAJ,BfVPpmQAAAAJ
14259,NzNI_iQAAAAJ,9oLoP7UAAAAJ
14260,NzNI_iQAAAAJ,etlviCoAAAAJ
14261,NzNI_iQAAAAJ,fmIU_wIAAAAJ
14262,NzNI_iQAAAAJ,CTrxpzgAAAAJ
14263,NzNI_iQAAAAJ,NnQg8BIAAAAJ
14264,NzNI_iQAAAAJ,PrLGCOEAAAAJ
14265,NzNI_iQAAAAJ,839zRXoAAAAJ
14266,RSvQYdUAAAAJ,98Zaz2MAAAAJ
14267,RSvQYdUAAAAJ,K6t2-MYAAAAJ
14268,RSvQYdUAAAAJ,7BGThtkAAAAJ
14269,RSvQYdUAAAAJ,KDyVOGYAAAAJ
14270,RSvQYdUAAAAJ,ujNU5jYAAAAJ
14271,RSvQYdUAAAAJ,c-v8hVUAAAAJ
14272,RSvQYdUAAAAJ,w3nbv6UAAAAJ
14273,RSvQYdUAAAAJ,vxBEh00AAAAJ
14274,RSvQYdUAAAAJ,9kizBukAAAAJ
14275,RSvQYdUAAAAJ,vrFT_JIAAAAJ
14276,RSvQYdUAAAAJ,Ash8oRMAAAAJ
14277,RSvQYdUAAAAJ,wKkzdPAAAAAJ
14278,RSvQYdUAAAAJ,uqBDgpQAAAAJ
14279,RSvQYdUAAAAJ,QBYVYT0AAAAJ
14280,RSvQYdUAAAAJ,0ZV0BqMAAAAJ
14281,RSvQYdUAAAAJ,wrmnCfsAAAAJ
14282,RSvQYdUAAAAJ,gHd_aoYAAAAJ
14283,RSvQYdUAAAAJ,2uHulzMAAAAJ
14284,RSvQYdUAAAAJ,CpXzPwgAAAAJ
14285,RSvQYdUAAAAJ,tpXUk8MAAAAJ
14286,cZJ7ifQAAAAJ,Y2xmWmsAAAAJ
14287,cZJ7ifQAAAAJ,pTdxVdIAAAAJ
14288,cZJ7ifQAAAAJ,peGg0YEAAAAJ
14289,cZJ7ifQAAAAJ,1Wmc01AAAAAJ
14290,cZJ7ifQAAAAJ,HMspLsQAAAAJ
14291,cZJ7ifQAAAAJ,YBTj-dQAAAAJ
14292,cZJ7ifQAAAAJ,OpCdJIEAAAAJ
14293,cZJ7ifQAAAAJ,E0FWEcMAAAAJ
14294,cZJ7ifQAAAAJ,dOMOMmwAAAAJ
